ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
7896.json,true,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,legal-issues,pink-pony,,,none,0.0,0.0,1.0,0.0,0.0,an interview,2,"['the', 'pink', 'pony', 'club', 'in', 'dekalb', 'county', 'has', 'never', 'been', 'cited', 'for', 'any', 'violation', 'of', 'an', 'ordinance', 'or', 'state', 'law', '.']"
11673.json,true,"Since 2008, Gwinnett Countys population has grown 15 percent, while the county government staff has increased only 1 percent.","census,county-budget,county-government,economy,jobs,public-safety,public-service,workers",charlotte-nash,,Georgia,republican,1.0,0.0,1.0,2.0,0.0,a statement,2,"['since', '2008,', 'gwinnett', 'countys', 'population', 'has', 'grown', '15', 'percent,', 'while', 'the', 'county', 'government', 'staff', 'has', 'increased', 'only', '1', 'percent', '.']"
8594.json,true,Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.,congressional-rules,matthew-dowd,Commentator,Texas,independent,0.0,0.0,2.0,4.0,0.0,"comments on ABC's ""This Week""",2,"['harry', 'reid', 'was', 'against', '(the', 'nuclear', 'option)', 'before', 'he', 'was', 'for', 'it', '.', 'mitch', 'mcconnell', 'was', 'for', 'it', 'before', 'he', 'was', 'against', 'it', '.', 'president', 'obama', 'was', 'against', 'it', 'before', 'he', 'was', 'for', 'it', '.']"
9611.json,pants-fire,North Korea is telling its people that their mens national team is in the World Cup final.,"foreign-policy,sports",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,"a post on the blog ""Outside the Beltway""",0,"['north', 'korea', 'is', 'telling', 'its', 'people', 'that', 'their', 'mens', 'national', 'team', 'is', 'in', 'the', 'world', 'cup', 'final', '.']"
8284.json,half-true,"The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks dont work.","guns,health-care,public-safety,pundits",se-cupp,Co-host of CNN's Crossfire,,republican,0.0,0.0,1.0,0.0,0.0,"a discussion on CNN's ""Crossfire""",1,"['the', 'cdc', 'issued', 'a', 'report', 'commissioned', 'by', 'president', 'obama', 'just', 'earlier', 'this', 'year,', 'and', 'it', 'found', 'some', 'very', 'inconvenient', 'facts', '.', 'armed', 'citizens', 'are', 'less', 'likely', 'harmed', 'by', 'attackers', '.', 'effectiveness', 'of', 'gun', 'control', 'laws', 'is', 'mixed', '.', 'gun', 'buybacks', 'dont', 'work', '.']"
12386.json,half-true,"By the time you drink your coffee, an elephant is killed for its ivory tusks.","animals,environment,trade",minka-kelly,,,newsmaker,0.0,0.0,1.0,0.0,0.0,a post on Instagram,1,"['by', 'the', 'time', 'you', 'drink', 'your', 'coffee,', 'an', 'elephant', 'is', 'killed', 'for', 'its', 'ivory', 'tusks', '.']"
676.json,false,"When Sarah Palin was in government, Barack Obama was a community organizer.",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Pittsburgh, Pa. ",0,"['when', 'sarah', 'palin', 'was', 'in', 'government,', 'barack', 'obama', 'was', 'a', 'community', 'organizer', '.']"
4880.json,false,Says his 9-9-9 tax reform plan is not regressive.,taxes,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,several public statements,0,"['says', 'his', '9-9-9', 'tax', 'reform', 'plan', 'is', 'not', 'regressive', '.']"
11159.json,half-true,Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.,debates,rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,a segment on her MSNBC show,1,"['fox', 'changed', 'around', 'their', 'poll', 'eligibility', 'criteria', 'on', 'the', 'day', 'they', 'announced', 'who', 'is', 'in', 'and', 'out', 'of', 'their', 'debate', '.']"
2336.json,barely-true,"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",environment,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,campaign news releases in the wake of sewage dumping,1,"['since', 'being', 'elected,', '(tom', 'barrett)', 'has', 'dumped', '8', '.2', 'billion', 'gallons', 'of', 'raw', 'sewage', 'into', 'lake', 'michigan', '.']"
9706.json,pants-fire,This administration is slashing the Navy to pay for more Obamacare.,"health-care,message-machine-2014,military",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2.0,3.0,2.0,2.0,1.0,a debate.,0,"['this', 'administration', 'is', 'slashing', 'the', 'navy', 'to', 'pay', 'for', 'more', 'obamacare', '.']"
5730.json,half-true,"Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.","deficit,federal-budget",jim-renacci,U.S. representative ,Ohio,republican,5.0,3.0,4.0,1.0,1.0,a campaign email,1,"['since', 'president', 'obama', 'took', 'office,', 'our', 'federal', 'spending', 'has', 'increased', 'by', 'nearly', '30', 'percent', 'and', 'our', 'national', 'debt', 'has', 'increased', 'by', 'almost', '50', 'percent', '.']"
563.json,barely-true,McCain will give more tax breaks to big oil.,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,,1,"['mccain', 'will', 'give', 'more', 'tax', 'breaks', 'to', 'big', 'oil', '.']"
7689.json,half-true,The election bill allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.,elections,christopher-l-smith,State Senator,Florida,democrat,0.0,0.0,2.0,1.0,0.0,a column in the South Florida Sun Sentinel,1,"['the', 'election', 'bill', 'allows', 'persons', 'to', 'correct', 'an', 'absentee', 'ballot', 'if', 'they', 'did', 'not', 'sign', 'it', 'and', 'requires', 'an', 'extra', 'two', 'hours', 'a', 'day', 'for', 'early', 'voting', '.', 'everything', 'else', 'in', 'this', 'bill', 'is', 'discretionary', '.']"
11632.json,true,"Says President Barack Obama will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.","islam,terrorism",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a news conference.,2,"['says', 'president', 'barack', 'obama', 'will', 'not', 'utter', 'the', 'words', 'radical', 'islamic', 'terrorism', 'and', 'as', 'matter', 'of', 'policy,', 'nobody', 'in', 'the', 'administration', 'will', 'say', 'the', 'words', 'radical', 'islamic', 'terrorism', '.']"
950.json,false,Under the Obama plan . . . all the health care in this country is eventually going to be run by the government.,health-care,tom-coburn,U.S. Senator,Oklahoma,republican,2.0,3.0,3.0,2.0,0.0,an interview on the Fox News Channel.,0,"['under', 'the', 'obama', 'plan', '.', '.', '.', 'all', 'the', 'health', 'care', 'in', 'this', 'country', 'is', 'eventually', 'going', 'to', 'be', 'run', 'by', 'the', 'government', '.']"
10327.json,mostly-true,"In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.","foreign-policy,human-rights",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a press conference,2,"['in', 'the', 'u', '.s', '.', 'agreement', 'with', 'the', 'cuban', 'government,', 'no', 'commitment', 'was', 'made', 'to', 'allowing', 'the', 'establishment', 'of', 'political', 'parties', 'or', 'to', 'even', 'begin', 'the', 'semblance', 'of', 'a', 'transition', 'to', 'a', 'democracy', '.']"
3303.json,half-true,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.","education,state-budget",bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,comments to the Richmond Times-Dispatch,1,"['in', 'the', 'past', 'decade,', 'k-12', 'funding', 'has', 'grown', 'six', 'times', 'faster', 'than', 'the', 'rate', 'of', 'enrollment', '.']"
3955.json,mostly-true,Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,"economy,jobs",john-kitzhaber,Governor of Oregon,Oregon,democrat,1.0,1.0,4.0,4.0,0.0,a press release,2,"['creating', '25', 'jobs', 'in', 'umatilla', 'county', 'has', 'the', 'same', 'impact', 'as', '500', 'jobs', 'in', 'the', 'metro', 'region', '.']"
12139.json,half-true,"Will (HB2)threaten federal funding for public schools under Title IX? No, according to a federal court which has looked at a similar issue.","education,gays-and-lesbians,government-regulation,sexuality",pat-mccrory,Governor of North Carolina,North Carolina,republican,5.0,2.0,3.0,0.0,1.0,a list of rebuttals to criticism over the law,1,"['will', '(hb2)threaten', 'federal', 'funding', 'for', 'public', 'schools', 'under', 'title', 'ix', '?', 'no,', 'according', 'to', 'a', 'federal', 'court', 'which', 'has', 'looked', 'at', 'a', 'similar', 'issue', '.']"
3804.json,true,Sometimes I was the only no vote on the entire board.,voting-record,jeff-brandes,"Director of real estate at Tibbetts Holdings LLC, his family's business",Florida,republican,0.0,0.0,1.0,1.0,0.0,response to a question about his voting record.,2,"['sometimes', 'i', 'was', 'the', 'only', 'no', 'vote', 'on', 'the', 'entire', 'board', '.']"
5537.json,half-true,The total (state) payroll has gone down. The total amount of the number of workers in the state has gone down. I like the fact that the bulk of that is just by retirements.,"government-efficiency,state-budget,state-finances",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a session with reporters,1,"['the', 'total', '(state)', 'payroll', 'has', 'gone', 'down', '.', 'the', 'total', 'amount', 'of', 'the', 'number', 'of', 'workers', 'in', 'the', 'state', 'has', 'gone', 'down', '.', 'i', 'like', 'the', 'fact', 'that', 'the', 'bulk', 'of', 'that', 'is', 'just', 'by', 'retirements', '.']"
9135.json,barely-true,Says the estate tax is a threat to family farms.,"agriculture,taxes",kentucky-opportunity-coalition,,Kentucky,republican,1.0,0.0,0.0,0.0,0.0,a campaign ad,1,"['says', 'the', 'estate', 'tax', 'is', 'a', 'threat', 'to', 'family', 'farms', '.']"
12711.json,barely-true,Says Donald Trump is against minimum wage.,"economy,jobs,workers",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a speech.,1,"['says', 'donald', 'trump', 'is', 'against', 'minimum', 'wage', '.']"
9134.json,barely-true,Less than 1 percent of 1 percent of the American population has given an amount over $200 to a federal political campaign.,elections,heather-mcghee,"President, Demos",,none,1.0,0.0,1.0,0.0,0.0,an interview on MSNBC,1,"['less', 'than', '1', 'percent', 'of', '1', 'percent', 'of', 'the', 'american', 'population', 'has', 'given', 'an', 'amount', 'over', '$200', 'to', 'a', 'federal', 'political', 'campaign', '.']"
8328.json,half-true,"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs.","city-budget,city-government,income,jobs,poverty",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,an interview,1,"['among', 'the', 'nations', '51', 'largest', 'metropolitan', 'areas,', 'milwaukee', 'is', 'the', 'only', 'one', 'where', 'the', 'poverty', 'rate', 'is', 'more', 'than', 'four', 'times', 'greater', 'in', 'the', 'city', 'than', 'it', 'is', 'in', 'the', 'suburbs', '.']"
1006.json,half-true,"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.",foreign-policy,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,1,"[""obama's"", 'first', 'call', '(as', 'president)', 'to', 'any', 'head', 'of', 'state', 'was', 'to', 'mahmoud', 'abbas,', 'leader', 'of', 'fatah', 'party', 'in', 'the', 'palestinian', 'territory', '.']"
131.json,false,"The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.",candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an e-mail message circulated by many people.,0,"['the', 'clintons', 'now', 'charge', 'the', 'secret', 'service', '$10,000', 'monthly', 'rent', 'for', 'the', 'use', 'of', '(a)', 'secret', 'service', 'residence', 'and', 'that', 'rent', 'is', 'just', 'about', 'equal', 'to', 'their', 'mortgage', 'payment', '.']"
6504.json,false,Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,health-care,john-carter,U.S. House of Representatives,Texas,republican,0.0,3.0,1.0,2.0,2.0,a letter to constituents.,0,"['says', 'an', 'appointed', 'board', 'created', 'under', 'obamacare', 'will', 'have', 'the', 'ability', 'to', 'come', 'between', 'you', 'and', 'your', 'doctor', 'in', 'determining', 'the', 'best', 'treatment', 'options', 'for', 'you!']"
6710.json,false,David Cicilline is the 5th most liberal person in the House of Representatives.,"candidates-biography,job-accomplishments",bernard-jackvony,attorney,Rhode Island,republican,1.0,1.0,0.0,0.0,0.0,"an appearance on ""A Lively Experiment.""",0,"['david', 'cicilline', 'is', 'the', '5th', 'most', 'liberal', 'person', 'in', 'the', 'house', 'of', 'representatives', '.']"
10859.json,barely-true,"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.","congress,terrorism",trey-gowdy,U.S. House of Representatives,South Carolina,republican,1.0,1.0,0.0,0.0,0.0,an interview on Fox News,1,"['saysthe', 'state', 'department', 'has', 'had', 'half', 'a', 'year', 'to', 'respond', 'to', 'a', 'benghazi', 'document', 'request,', 'yet', 'i', 'have', 'not', 'gotten', 'a', 'single,', 'solitary', 'scrap', 'of', 'paper', '.']"
1397.json,half-true,The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.,"federal-budget,stimulus",karl-rove,,Texas,republican,2.0,5.0,2.0,8.0,0.0,the Washington Post,1,"['the', 'obama', 'administration', 'raised', 'discretionary', 'spending', 'by', '24', 'percent', 'from', 'president', 'george', 'w', '.', 'bushs', 'last', 'full-year', 'budget', 'and', 'will', 'run', 'up', 'more', 'debt', 'by', 'october', 'than', 'bush', 'did', 'in', 'eight', 'years', '.']"
11329.json,mostly-true,"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times.",candidates-biography,carly-fiorina,,California,republican,5.0,5.0,4.0,3.0,2.0,the CNN debate,2,"['says', 'donald', 'trump', 'was', 'forced', 'to', 'file', 'for', 'bankruptcy', 'not', 'once,', 'not', 'twice,', 'four', 'times', '.']"
11325.json,half-true,The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,"city-budget,city-government,county-budget,county-government,public-safety",kenneth-block,businessman,,republican,0.0,3.0,2.0,3.0,0.0,TV interview,1,"['the', 'cost', 'of', 'fire', 'in', 'rhode', 'island', 'is', 'anywhere', 'from', '33', 'percent', 'to', '100', 'percent', 'more', 'expensive', 'than', 'anywhere', 'else', 'we', 'could', 'find', '.']"
223.json,barely-true,Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office ,foreign-policy,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,a TV ad,1,"['iranian', 'mullahs', 'took', 'american', 'hostages', 'and', 'they', 'held', 'the', 'american', 'hostages', 'for', '444', 'days', '.', '.', '.', '.the', 'one', 'hour', 'in', 'which', 'they', 'released', 'them', 'was', 'the', 'one', 'hour', 'in', 'which', 'ronald', 'reagan', 'was', 'taking', 'the', 'oath', 'of', 'office']"
